1996,0,0,0,11,0,0,0,2,0,1,0,1,0,218,0,0,0,1,1,0,9,1,0,0,12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,1,0,18,2,18,2,0,0,0,0,13,0,0,2,0,0,0,0,2,3,0,2,0,34,17,0,0,8,0,3,2,0,0,1,2,2,0,3,25,0,0,10,0,34,9,0,1,0,3,5,6,0,0,5,10,0,5,2,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,11,5,0
1997,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,2,0,3,2,0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,6,5,1,15,3,11,0,4,0,1,0,10,0,0,1,67,3,0,4,0,0,1,1,0,39,15,0,1,7,0,4,5,0,0,0,2,5,0,13,42,0,0,15,0,43,5,0,2,0,5,2,6,0,1,5,19,0,8,7,5,0,0,0,0,0,0,0,0,3,0,0,12,2,0,0,2,0,5,14,8,0
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,4,0,0,1,0,5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,3,1,5,3,4,0,4,0,0,0,9,0,0,0,15,2,0,4,1,1,0,1,0,43,9,0,0,7,0,7,7,2,0,0,1,5,0,21,39,0,0,9,0,28,3,0,3,0,5,2,9,0,1,4,18,0,5,2,9,0,0,0,0,0,0,0,2,2,0,0,1,5,1,0,1,0,5,16,13,0
1999,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,7,3,8,3,2,0,0,0,7,0,0,0,4,0,0,0,3,6,0,2,0,23,10,0,0,3,0,4,6,0,1,0,3,4,0,6,30,0,0,6,0,22,3,0,2,0,0,1,5,0,2,5,10,0,4,2,5,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,1,1,4,13,12,0
2000,0,0,0,0,0,0,0,2,0,2,0,0,0,12,0,0,1,3,0,0,5,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,5,1,0,12,4,9,4,0,0,0,0,13,0,1,1,17,0,0,0,2,9,0,1,0,37,8,2,0,2,0,2,3,0,0,0,0,3,0,27,36,0,0,12,0,35,10,0,3,0,0,0,9,0,2,1,22,0,9,3,6,0,0,0,0,1,0,0,1,3,1,0,6,0,0,0,1,1,4,19,6,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,4,0,1,0,0,0,0,0,1,6,0,23,4,16,3,4,0,1,0,14,0,0,0,7,2,0,0,0,29,0,1,0,45,12,0,0,3,0,9,14,0,1,0,2,5,0,14,42,0,0,8,0,27,5,1,4,0,2,2,10,0,0,7,17,0,1,7,6,0,0,0,0,0,0,0,1,3,0,0,6,5,0,0,1,0,3,17,11,0
2002,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,6,1,0,3,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,2,1,0,0,0,3,2,0,0,0,3,1,1,1,3,7,0,39,4,22,3,5,0,0,1,3,0,0,0,2,0,0,0,6,7,0,3,0,33,20,3,0,1,0,7,10,0,1,0,3,2,0,3,45,0,0,13,1,23,10,1,5,0,6,1,8,0,3,2,18,1,11,7,4,0,0,1,0,1,0,0,2,3,0,0,8,13,0,0,1,1,4,17,8,0
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,1,0,2,0,1,0,5,2,1,24,3,14,1,4,0,0,0,10,0,0,0,5,0,0,0,4,5,0,2,0,46,17,2,0,3,0,14,10,0,1,0,3,2,0,21,41,0,1,14,0,24,3,1,5,1,2,3,9,0,4,2,17,2,6,6,5,0,0,1,0,0,0,0,2,1,0,0,1,5,0,0,1,2,5,12,15,0
2004,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,1,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,13,4,12,0,4,0,0,0,13,0,0,1,1,2,0,0,3,0,0,3,0,14,5,1,0,4,0,9,9,1,0,0,2,4,0,9,37,0,1,4,0,23,6,1,4,0,3,2,4,0,2,1,15,1,3,6,3,0,0,2,0,1,0,0,1,2,0,0,1,6,0,0,1,0,2,16,11,0
2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,4,3,0,14,1,2,3,2,0,0,0,12,0,0,0,3,1,0,0,2,7,0,1,0,29,7,0,0,3,0,11,7,0,0,0,7,12,0,3,34,0,1,2,0,19,7,0,1,0,1,2,4,0,3,0,12,1,4,1,8,0,0,0,0,0,0,0,1,1,0,0,2,15,1,0,3,0,2,9,9,0
2006,0,3,1,0,0,0,0,1,0,0,0,4,0,32,0,0,0,2,1,0,5,1,2,2,2,0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,1,0,3,3,0,1,0,3,0,1,0,5,4,0,22,7,17,9,4,0,0,0,13,0,0,4,5,1,0,0,8,0,0,1,1,19,2,2,0,2,0,10,7,0,0,0,2,3,0,28,29,0,2,4,0,23,2,1,3,0,2,2,9,0,4,6,18,1,5,6,3,0,1,1,0,2,0,0,4,2,0,0,3,1,0,0,1,1,1,6,10,1
2007,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,1,0,7,2,0,0,1,0,0,3,3,0,0,0,0,0,1,1,0,2,1,0,0,1,3,4,0,0,0,5,0,1,0,8,3,1,32,7,19,3,9,0,0,0,19,0,2,1,0,0,0,0,4,0,0,1,0,38,4,1,0,3,0,6,13,0,0,0,4,12,0,4,31,0,0,4,0,24,4,0,4,2,2,1,11,0,1,5,19,3,7,5,11,0,0,0,0,1,0,0,0,2,0,0,5,6,2,0,0,1,3,12,7,1
2008,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,3,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,2,0,0,0,1,2,0,21,5,4,2,5,0,0,0,24,0,0,5,0,0,8,0,2,0,0,0,0,37,6,0,0,1,0,9,10,0,0,0,0,4,0,2,37,0,0,7,1,29,1,0,3,0,2,2,10,0,2,1,20,3,6,8,8,0,0,0,0,0,0,0,1,5,0,0,5,2,0,0,0,0,2,7,10,0
2009,0,0,0,0,1,0,2,6,0,0,0,0,0,2,0,0,0,1,1,0,3,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,1,3,0,0,0,1,0,0,0,3,2,1,4,7,24,9,3,0,1,0,18,1,0,0,0,0,0,0,5,3,0,1,0,24,14,0,2,6,1,5,9,0,1,0,3,6,0,0,6,0,1,5,0,15,1,0,1,0,2,1,10,1,2,1,27,2,5,1,6,0,0,0,1,0,0,0,2,4,0,0,11,2,0,0,8,2,2,5,8,1
2010,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,5,0,0,0,5,0,1,0,8,1,1,39,5,11,4,3,0,0,0,14,0,0,5,0,0,0,0,2,0,0,2,1,26,10,2,1,1,0,5,11,1,1,0,2,3,0,17,24,0,1,2,2,25,0,1,1,0,2,2,10,0,3,3,21,0,3,9,8,0,0,0,0,2,0,1,2,6,0,0,8,5,0,0,4,4,5,6,18,0
2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,1,0,1,4,1,20,4,7,2,5,0,0,0,12,0,1,0,0,0,0,0,3,0,0,0,0,28,8,0,1,1,0,8,4,1,1,0,4,4,0,4,36,1,2,6,0,29,2,1,0,0,1,2,10,0,5,0,18,1,1,2,6,0,1,0,0,1,0,1,2,1,0,0,1,3,0,0,1,2,4,5,9,0
2012,0,0,1,0,0,0,1,6,1,0,0,0,0,559,2,0,0,5,1,0,6,1,0,0,0,0,0,3,1,0,1,0,1,1,0,1,1,0,0,0,0,3,2,1,0,0,0,3,0,0,0,3,3,0,32,5,16,3,3,0,0,0,19,0,0,1,0,1,0,0,7,0,0,0,0,23,3,2,1,0,0,8,12,0,0,0,3,7,1,9,31,0,4,14,0,28,0,2,0,0,3,1,11,0,1,6,13,3,5,3,5,0,0,1,0,2,0,0,2,1,0,0,20,3,1,0,2,1,7,6,23,2
2013,0,1,0,0,1,0,1,2,0,1,0,9,0,2,0,0,0,11,0,0,6,0,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,2,5,0,0,1,4,0,1,0,3,2,1,8,3,12,6,13,0,1,0,15,0,0,1,0,0,0,0,6,0,0,0,0,31,7,1,0,3,0,6,8,0,1,0,1,6,1,5,13,0,2,9,0,24,1,0,1,0,6,1,8,0,1,4,16,3,1,3,2,0,0,0,0,3,0,0,1,1,0,0,8,2,0,0,1,1,9,4,13,0
2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,2,0,16,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,3,1,3,0,0,0,5,0,1,0,4,1,1,31,2,19,6,8,0,1,0,7,0,0,2,0,0,0,0,2,0,1,1,0,29,12,1,0,3,1,5,5,0,0,0,1,0,0,13,32,0,0,7,0,20,1,1,1,0,1,1,3,0,5,5,20,2,1,5,5,0,0,0,0,0,0,0,6,1,0,0,3,2,0,0,1,1,8,3,12,0
2015,0,1,0,0,0,0,0,4,0,0,0,0,0,42,2,1,0,3,1,0,2,0,0,0,4,0,0,1,5,0,0,1,0,0,0,0,0,3,0,2,0,4,2,2,0,0,0,0,0,0,0,2,1,1,15,1,26,1,1,0,0,0,13,0,1,3,0,0,0,0,3,0,0,1,0,25,5,0,1,1,0,9,7,0,0,0,1,1,0,0,13,1,1,4,0,16,1,1,2,0,5,2,6,0,3,3,13,3,2,3,6,0,0,1,0,0,0,0,4,2,0,0,2,3,0,0,2,0,2,4,20,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,0,1,0,1,1,1,22,3,6,0,6,0,0,0,6,0,1,0,0,0,0,0,2,0,0,1,0,17,7,1,0,3,0,8,3,0,0,0,2,8,0,2,39,0,0,1,0,21,2,1,0,0,2,2,9,0,1,1,16,2,3,6,7,0,0,2,0,1,0,0,8,1,0,0,4,0,0,0,0,2,2,5,11,4
2017,0,0,4,0,0,0,0,9,0,0,0,0,0,202,2,0,0,1,2,0,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,2,0,2,1,1,0,0,0,4,0,1,0,4,3,1,29,2,15,1,10,0,0,0,14,0,0,0,0,0,0,0,4,0,2,2,0,28,2,0,1,2,0,5,6,0,0,0,1,4,0,21,32,0,1,2,0,25,2,2,3,0,3,1,5,0,3,6,20,4,1,2,6,0,0,1,0,2,1,0,5,3,0,0,4,2,0,0,0,1,2,3,4,1
2018,0,3,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,5,2,1,17,3,9,2,1,0,0,0,5,0,0,7,0,0,0,16,2,0,0,1,0,16,2,0,0,5,0,11,7,0,0,0,4,3,0,10,39,1,1,5,2,23,1,1,3,0,5,2,7,0,2,8,17,1,4,4,10,0,0,3,0,0,1,1,4,1,0,0,6,0,0,0,0,1,1,1,13,0
2019,0,1,0,0,0,0,0,0,0,0,0,0,0,140,1,0,0,6,0,0,9,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,3,0,1,0,2,2,4,0,0,0,1,0,1,0,3,1,3,14,5,30,2,9,0,0,0,12,0,0,2,0,0,0,0,5,3,1,2,0,33,6,1,0,3,1,6,5,0,0,0,1,6,0,0,11,0,1,1,0,20,3,1,1,3,3,2,10,0,1,7,17,3,1,1,15,0,0,1,0,1,0,0,2,8,0,0,10,1,0,0,1,2,1,8,11,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,1,0,0,0,0,1,0,0,0,2,0,2,3,1,0,11,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,4,1,6,0,0,0,0,0,0,0,2,2,2,17,5,14,2,5,2,0,0,7,0,1,1,0,0,0,0,7,0,1,1,0,21,1,1,0,1,1,5,9,0,0,0,2,3,0,0,20,0,0,7,0,36,2,2,3,1,4,6,6,0,3,2,20,1,3,4,9,0,0,3,0,1,2,0,5,6,0,0,5,3,0,0,0,0,2,4,6,0
2022,0,0,0,0,0,0,0,0,0,0,1,0,0,50,4,7,0,5,1,0,3,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,2,5,1,0,0,0,0,0,0,0,3,4,1,25,1,16,3,13,1,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,9,2,2,0,2,1,9,2,1,2,0,1,3,0,3,15,0,2,3,0,16,0,0,3,1,4,5,7,0,4,3,26,2,1,4,6,0,1,1,0,1,0,0,6,2,0,0,5,5,0,0,1,1,7,4,8,0
2023,1,0,0,0,0,0,2,2,0,0,0,0,0,250,2,3,0,5,1,0,4,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,4,2,3,0,0,0,1,0,1,0,2,2,1,24,2,15,0,7,0,0,0,6,0,1,4,0,0,0,0,7,1,0,0,0,16,1,2,1,3,0,9,8,1,0,0,3,2,0,1,28,1,3,12,1,31,0,0,4,4,3,3,10,0,1,5,17,0,1,0,17,1,0,3,0,1,0,0,1,4,0,2,4,6,1,1,1,0,1,2,5,1
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
